Ticker,Company,Sector,Sector_Raw,Total_Revenue_B,Market_Cap_B,Market_Cap_Quartile,ROE,Profit_Margin,Beta,Headcount,Audit_Risk,Board_Risk,Compensation_Risk,Shareholder_Rights_Risk,Overall_Governance_Risk,Governance_Risk_Level
NDSN,Nordson Corporation,Industrials & Energy,Industrials,2.98,17.354,Q1,0.1776,0.1863,0.972,8200.0,8.0,3.0,6.0,10.0,9.0,High
NSC,Norfolk Southern Corporation,Industrials & Energy,Industrials,12.54,70.563,Q3,0.1699,0.2102,1.268,19300.0,10.0,1.0,3.0,6.0,4.0,Medium
NTRS,Northern Trust Corporation,Finance,Financial Services,9.086,32.546,Q2,0.1707,0.2467,1.257,23600.0,5.0,9.0,2.0,3.0,5.0,Medium
NOC,Northrop Grumman Corporation,Industrials & Energy,Industrials,42.892,74.923,Q3,0.2696,0.1048,-0.11,95000.0,10.0,4.0,3.0,2.0,3.0,Low
NCLH,Norwegian Cruise Line Holdings ,Consumer,Consumer Cyclical,10.154,6.484,Q1,0.3673,0.0749,1.881,44500.0,5.0,9.0,5.0,3.0,5.0,Medium
NRG,"NRG Energy, Inc.",Industrials & Energy,Utilities,33.125,21.79,Q1,0.2377,0.0256,1.173,16702.0,4.0,2.0,5.0,5.0,2.0,Low
NUE,Nucor Corporation,Industrials & Energy,Basic Materials,36.101,56.351,Q3,0.1455,0.0799,1.881,33000.0,9.0,7.0,2.0,8.0,8.0,High
NVDA,NVIDIA Corporation,Tech & Comms,Technology,302.97,5367.154,Q4,1.1721,0.6366,2.217,42000.0,5.0,10.0,4.0,6.0,8.0,High
NVR,"NVR, Inc.",Consumer,Consumer Cyclical,9.631,16.472,Q1,0.3154,0.1185,0.913,6300.0,10.0,8.0,7.0,6.0,8.0,High
NXPI,NXP Semiconductors N.V.,Tech & Comms,Technology,13.185,57.491,Q3,0.2792,0.2256,1.817,32169.0,2.0,2.0,2.0,4.0,1.0,Low
ORLY,"O'Reilly Automotive, Inc.",Consumer,Consumer Cyclical,18.573,68.527,Q3,,0.1427,0.515,95822.0,10.0,8.0,8.0,7.0,8.0,High
OXY,Occidental Petroleum Corporatio,Industrials & Energy,Energy,23.926,58.819,Q3,0.1063,0.3032,0.164,10412.0,7.0,3.0,1.0,1.0,1.0,Low
ODFL,"Old Dominion Freight Line, Inc.",Industrials & Energy,Industrials,5.603,35.979,Q2,0.2482,0.1944,1.165,20173.0,5.0,9.0,2.0,9.0,9.0,High
OMC,Omnicom Group Inc.,Tech & Comms,Communication Services,22.371,21.007,Q1,0.0605,0.0174,0.673,120000.0,7.0,9.0,10.0,1.0,9.0,High
ON,ON Semiconductor Corporation,Tech & Comms,Technology,6.198,27.245,Q2,0.0831,0.1017,1.997,22600.0,5.0,3.0,1.0,6.0,2.0,Low
OKE,"ONEOK, Inc.",Industrials & Energy,Energy,39.366,58.918,Q3,0.1628,0.0929,0.719,6326.0,6.0,2.0,2.0,8.0,4.0,Medium
ORCL,Oracle Corporation,Tech & Comms,Technology,71.776,446.334,Q4,0.4119,0.2636,1.732,141000.0,1.0,10.0,10.0,5.0,9.0,High
OTIS,Otis Worldwide Corporation,Industrials & Energy,Industrials,14.911,26.083,Q2,,0.1017,0.875,72000.0,2.0,3.0,4.0,4.0,2.0,Low
PCAR,PACCAR Inc.,Industrials & Energy,Industrials,27.816,61.09,Q3,0.1276,0.09,0.972,25900.0,2.0,9.0,4.0,5.0,6.0,Medium
PKG,Packaging Corporation of Americ,Consumer,Consumer Cyclical,9.535,20.739,Q1,0.1489,0.0726,0.797,16800.0,10.0,8.0,1.0,4.0,6.0,Medium
PLTR,Palantir Technologies Inc.,Tech & Comms,Technology,6.156,426.879,Q4,0.381,0.4901,1.621,4401.0,7.0,10.0,10.0,10.0,10.0,High
PANW,"Palo Alto Networks, Inc.",Tech & Comms,Technology,11.48,297.408,Q4,0.0174,0.0267,0.908,21921.0,1.0,9.0,10.0,9.0,9.0,High
PSKY,Paramount Skydance Corporation,Tech & Comms,Communication Services,29.11,11.455,Q1,-0.009,-0.0213,1.52,17600.0,9.0,10.0,8.0,10.0,10.0,High
PH,Parker-Hannifin Corporation,Industrials & Energy,Industrials,21.499,118.992,Q4,0.2508,0.1697,1.123,59850.0,8.0,4.0,6.0,8.0,7.0,High
PAYX,"Paychex, Inc.",Tech & Comms,Technology,6.512,41.344,Q2,0.4477,0.2703,0.808,17600.0,1.0,6.0,5.0,2.0,3.0,Low
PYPL,"PayPal Holdings, Inc.",Finance,Financial Services,34.128,44.835,Q3,0.245,0.1436,1.286,23800.0,1.0,4.0,3.0,6.0,2.0,Low
PNR,Pentair plc.,Industrials & Energy,Industrials,4.012,8.925,Q1,0.1713,0.1624,1.018,9000.0,6.0,4.0,8.0,4.0,5.0,Medium
PEP,"Pepsico, Inc.",Consumer,Consumer Defensive,96.904,177.239,Q4,0.5151,0.1079,0.361,306000.0,8.0,4.0,5.0,3.0,3.0,Low
PFE,"Pfizer, Inc.",Healthcare,Healthcare,63.696,157.653,Q4,0.0501,0.068,0.299,75000.0,7.0,7.0,9.0,1.0,7.0,High
PCG,Pacific Gas & Electric Co.,Industrials & Energy,Utilities,25.837,39.631,Q2,0.0932,0.1183,0.245,29010.0,5.0,2.0,8.0,1.0,1.0,Low
PM,Philip Morris International Inc,Consumer,Consumer Defensive,42.545,293.986,Q4,,0.2556,0.395,84900.0,2.0,5.0,1.0,5.0,2.0,Low
PSX,Phillips 66,Industrials & Energy,Energy,152.167,109.507,Q4,0.2345,0.0466,0.704,12600.0,8.0,8.0,3.0,9.0,8.0,High
PNW,Pinnacle West Capital Corporati,Industrials & Energy,Utilities,5.554,11.418,Q1,0.0936,0.1153,0.437,6610.0,3.0,8.0,3.0,6.0,5.0,Medium
PNC,"PNC Financial Services Group, I",Finance,Financial Services,24.319,93.022,Q3,0.1262,0.3137,0.889,55704.0,3.0,6.0,2.0,5.0,3.0,Low
PPG,"PPG Industries, Inc.",Industrials & Energy,Basic Materials,16.421,23.235,Q2,0.193,0.0957,1.063,43500.0,4.0,7.0,4.0,5.0,5.0,Medium
PPL,PPL Corporation,Industrials & Energy,Utilities,9.398,25.09,Q2,0.0863,0.1347,0.583,6546.0,6.0,2.0,2.0,6.0,2.0,Low
PFG,Principal Financial Group Inc,Finance,Financial Services,15.693,25.194,Q2,0.1295,0.0993,0.872,19700.0,9.0,6.0,1.0,9.0,7.0,High
PG,Procter & Gamble Company (The),Consumer,Consumer Defensive,87.032,340.016,Q4,0.3029,0.1844,0.377,104000.0,8.0,5.0,1.0,5.0,3.0,Low
PGR,Progressive Corporation (The),Finance,Financial Services,91.019,123.904,Q4,0.3494,0.1285,0.259,70053.0,7.0,2.0,3.0,6.0,3.0,Low
PLD,"Prologis, Inc.",Consumer,Real Estate,9.657,131.077,Q4,0.0775,0.4358,1.316,2802.0,2.0,4.0,9.0,3.0,7.0,High
PRU,"Prudential Financial, Inc.",Finance,Financial Services,65.224,40.848,Q2,0.1201,0.0601,0.819,36607.0,2.0,4.0,4.0,1.0,1.0,Low
PEG,Public Service Enterprise Group,Industrials & Energy,Utilities,12.543,34.775,Q2,0.1183,0.1604,0.519,13189.0,4.0,4.0,1.0,6.0,2.0,Low
PTC,PTC Inc.,Tech & Comms,Technology,2.954,14.745,Q1,0.3505,0.4143,1.002,7000.0,8.0,3.0,3.0,9.0,8.0,High
PSA,Public Storage,Consumer,Real Estate,4.91,55.366,Q3,0.2193,0.4163,0.935,5770.0,2.0,8.0,1.0,6.0,4.0,Medium
PHM,"PulteGroup, Inc.",Consumer,Consumer Cyclical,16.407,22.336,Q2,0.149,0.1162,1.201,6506.0,6.0,4.0,2.0,2.0,1.0,Low
PWR,"Quanta Services, Inc.",Industrials & Energy,Industrials,32.905,95.725,Q4,0.1534,0.0403,1.2,69500.0,7.0,1.0,1.0,5.0,1.0,Low
QCOM,QUALCOMM Incorporated,Tech & Comms,Technology,44.069,189.816,Q4,0.3375,0.2101,1.679,52000.0,2.0,3.0,3.0,7.0,3.0,Low
DGX,Quest Diagnostics Incorporated,Healthcare,Healthcare,11.56,27.202,Q2,0.146,0.0919,0.549,46000.0,6.0,7.0,2.0,2.0,3.0,Low
Q,"Qnity Electronics, Inc.",Tech & Comms,Technology,5.21,25.115,Q2,0.0672,0.1125,,10000.0,10.0,4.0,4.0,3.0,4.0,Medium
RL,Ralph Lauren Corporation,Consumer,Consumer Cyclical,8.355,19.966,Q1,0.3754,0.1176,1.353,15600.0,4.0,10.0,3.0,10.0,10.0,High
RJF,"Raymond James Financial, Inc.",Finance,Financial Services,15.24,31.648,Q2,0.1842,0.1513,0.917,19500.0,9.0,8.0,3.0,5.0,7.0,High
RDDT,"Reddit, Inc.",Tech & Comms,Communication Services,2.779,29.023,Q2,0.3071,0.3135,2.022,2555.0,7.0,9.0,9.0,10.0,10.0,High
RTX,RTX Corporation,Industrials & Energy,Industrials,93.5,261.465,Q4,0.1227,0.0828,0.287,180000.0,8.0,7.0,1.0,2.0,2.0,Low
O,Realty Income Corporation,Consumer,Real Estate,6.066,53.613,Q3,0.0323,0.209,0.712,544.0,5.0,1.0,6.0,8.0,4.0,Medium
REG,Regency Centers Corporation,Consumer,Real Estate,1.686,13.639,Q1,0.0819,0.33,0.807,503.0,6.0,8.0,1.0,1.0,1.0,Low
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Healthcare,15.535,80.785,Q3,0.1404,0.2787,0.193,15410.0,8.0,10.0,9.0,10.0,10.0,High
RF,Regions Financial Corporation,Finance,Financial Services,7.238,24.28,Q2,0.1187,0.3084,1.003,20003.0,3.0,5.0,4.0,7.0,4.0,Medium
RSG,"Republic Services, Inc.",Industrials & Energy,Industrials,16.891,66.776,Q3,0.1815,0.1294,0.4,42000.0,6.0,1.0,6.0,2.0,1.0,Low
RMD,ResMed Inc.,Healthcare,Healthcare,5.653,32.455,Q2,0.2427,0.2695,0.766,11370.0,1.0,7.0,4.0,3.0,3.0,Low
RVTY,"Revvity, Inc.",Healthcare,Healthcare,2.912,16.007,Q1,0.0321,0.0816,1.089,11000.0,9.0,2.0,8.0,4.0,6.0,Medium
HOOD,"Robinhood Markets, Inc.",Finance,Financial Services,4.932,107.728,Q4,0.2362,0.4201,2.34,2900.0,3.0,10.0,9.0,10.0,10.0,High
ROK,"Rockwell Automation, Inc.",Industrials & Energy,Industrials,8.973,46.248,Q3,0.3063,0.1339,1.515,26000.0,7.0,4.0,2.0,10.0,8.0,High
ROL,"Rollins, Inc.",Consumer,Consumer Cyclical,3.924,15.604,Q1,0.3701,0.1355,0.736,22000.0,6.0,9.0,9.0,9.0,9.0,High
ROP,"Roper Technologies, Inc.",Tech & Comms,Technology,8.28,36.864,Q2,0.1307,0.3024,0.747,19400.0,3.0,1.0,4.0,5.0,2.0,Low
ROST,"Ross Stores, Inc.",Consumer,Consumer Cyclical,24.512,72.692,Q3,0.4263,0.1085,0.861,111000.0,9.0,2.0,6.0,4.0,3.0,Low
RCL,Royal Caribbean Cruises Ltd.,Consumer,Consumer Cyclical,18.682,65.742,Q3,0.4467,0.2354,1.75,107950.0,6.0,7.0,7.0,9.0,9.0,High
SPGI,S&P Global Inc.,Finance,Financial Services,16.122,119.488,Q4,0.1426,0.3054,1.077,44500.0,2.0,2.0,3.0,6.0,2.0,Low
CRM,"Salesforce, Inc.",Tech & Comms,Technology,43.938,195.808,Q4,0.1938,0.2199,1.202,83334.0,2.0,7.0,9.0,2.0,6.0,Medium
SNDK,Sandisk Corporation,Tech & Comms,Technology,20.248,262.357,Q4,0.9164,0.5646,,11100.0,8.0,9.0,7.0,9.0,9.0,High
SBAC,SBA Communications Corporation,Consumer,Real Estate,2.871,18.946,Q1,,0.3451,0.984,1844.0,2.0,9.0,4.0,8.0,8.0,High
SLB,SLB Limited,Industrials & Energy,Energy,36.366,75.869,Q3,0.1291,0.0853,0.774,109000.0,3.0,1.0,1.0,6.0,1.0,Low
STX,Seagate Technology Holdings PLC,Tech & Comms,Technology,12.195,195.283,Q4,3.7153,0.2611,2.087,30000.0,2.0,9.0,6.0,8.0,8.0,High
SRE,DBA Sempra,Industrials & Energy,Utilities,13.552,53.169,Q3,0.0668,0.1682,0.564,15938.0,9.0,6.0,7.0,1.0,4.0,Medium
NOW,"ServiceNow, Inc.",Tech & Comms,Technology,14.732,140.057,Q4,0.1424,0.1134,0.972,29187.0,2.0,9.0,7.0,2.0,5.0,Medium
SHW,Sherwin-Williams Company (The),Industrials & Energy,Basic Materials,24.41,77.86,Q3,0.6512,0.1101,1.089,64249.0,8.0,6.0,6.0,5.0,6.0,Medium
SPG,"Simon Property Group, Inc.",Consumer,Real Estate,6.941,77.944,Q3,1.2051,0.6657,1.312,3100.0,9.0,5.0,8.0,10.0,9.0,High
SWKS,"Skyworks Solutions, Inc.",Tech & Comms,Technology,4.014,13.356,Q1,0.0509,0.0723,1.518,10000.0,4.0,2.0,10.0,9.0,10.0,High
SJM,The J.M. Smucker Company,Consumer,Consumer Defensive,9.157,13.134,Q1,0.0393,0.0251,0.263,,7.0,4.0,8.0,8.0,8.0,High
SW,Smurfit WestRock plc,Consumer,Consumer Cyclical,31.326,23.252,Q2,0.0272,0.0159,0.931,96000.0,9.0,3.0,2.0,8.0,5.0,Medium
SNA,Snap-On Incorporated,Industrials & Energy,Industrials,5.275,19.25,Q1,0.1793,0.196,0.712,13000.0,4.0,8.0,2.0,8.0,6.0,Medium
SOLV,Solventum Corporation,Healthcare,Healthcare,8.31,15.123,Q1,0.3396,0.1726,0.687,20584.0,10.0,3.0,8.0,6.0,7.0,High
SO,Southern Company (The),Industrials & Energy,Utilities,30.179,98.379,Q4,0.1148,0.1543,0.316,29502.0,5.0,5.0,1.0,1.0,1.0,Low
LUV,Southwest Airlines Company,Industrials & Energy,Industrials,30.073,20.048,Q1,0.111,0.0278,1.12,73456.0,7.0,9.0,5.0,1.0,4.0,Medium
SWK,"Stanley Black & Decker, Inc.",Industrials & Energy,Industrials,15.248,13.528,Q1,0.0689,0.0407,1.173,41000.0,5.0,4.0,7.0,3.0,4.0,Medium
SBUX,Starbucks Corporation,Consumer,Consumer Cyclical,38.338,109.246,Q4,,0.0517,0.965,381000.0,8.0,5.0,9.0,2.0,7.0,High
STT,State Street Corporation,Finance,Financial Services,15.023,50.235,Q3,0.1244,0.2301,1.418,50596.0,9.0,5.0,5.0,5.0,5.0,Medium
STLD,"Steel Dynamics, Inc.",Industrials & Energy,Basic Materials,20.539,33.719,Q2,0.1757,0.0783,1.515,14400.0,4.0,4.0,5.0,3.0,3.0,Low
STE,STERIS plc (Ireland),Healthcare,Healthcare,6.037,19.991,Q1,0.1139,0.1333,0.914,17937.0,9.0,4.0,7.0,8.0,8.0,High
SYK,Stryker Corporation,Healthcare,Healthcare,25.837,105.529,Q4,0.1651,0.1443,0.768,56000.0,10.0,9.0,1.0,6.0,8.0,High
SMCI,"Super Micro Computer, Inc.",Tech & Comms,Technology,39.063,25.681,Q2,0.2147,0.0571,1.996,7000.0,10.0,10.0,9.0,9.0,10.0,High
SYF,Synchrony Financial,Finance,Financial Services,9.908,24.416,Q2,0.2079,0.3551,1.308,20000.0,6.0,2.0,3.0,5.0,2.0,Low
SNPS,"Synopsys, Inc.",Tech & Comms,Technology,9.416,73.774,Q3,0.0366,0.1143,1.227,28000.0,1.0,7.0,7.0,4.0,5.0,Medium
SYY,Sysco Corporation,Consumer,Consumer Defensive,84.553,37.91,Q2,0.7769,0.0208,0.627,75000.0,6.0,7.0,4.0,6.0,6.0,Medium
TMUS,"T-Mobile US, Inc.",Tech & Comms,Communication Services,92.189,180.402,Q4,0.1799,0.1145,0.331,75000.0,9.0,10.0,10.0,9.0,10.0,High
TROW,"T. Rowe Price Group, Inc.",Finance,Financial Services,7.592,22.219,Q2,0.194,0.2926,1.48,7544.0,7.0,8.0,6.0,7.0,8.0,High
TTWO,"Take-Two Interactive Software, ",Tech & Comms,Communication Services,6.686,38.415,Q2,-0.0904,-0.0479,0.966,12909.0,4.0,8.0,2.0,4.0,4.0,Medium
TPR,"Tapestry, Inc.",Consumer,Consumer Cyclical,8.004,22.93,Q2,1.9713,0.1909,1.432,12600.0,2.0,3.0,7.0,6.0,5.0,Medium
TRGP,"Targa Resources, Inc.",Industrials & Energy,Energy,16.741,62.655,Q3,0.7084,0.1354,0.722,3570.0,3.0,2.0,4.0,9.0,6.0,Medium
TGT,Target Corporation,Consumer,Consumer Defensive,107.705,71.865,Q3,0.2641,0.0408,0.986,400000.0,4.0,6.0,6.0,1.0,2.0,Low
TEL,TE Connectivity plc,Tech & Comms,Technology,19.322,59.472,Q3,0.2329,0.1561,1.158,90000.0,2.0,1.0,2.0,7.0,2.0,Low
TDY,Teledyne Technologies Incorpora,Tech & Comms,Technology,6.374,27.974,Q2,0.0915,0.1529,0.908,15800.0,4.0,9.0,6.0,8.0,8.0,High
TER,"Teradyne, Inc.",Tech & Comms,Technology,4.464,58.076,Q3,0.3646,0.2577,1.778,6600.0,4.0,2.0,4.0,1.0,1.0,Low
TSLA,"Tesla, Inc.",Consumer,Consumer Cyclical,103.619,1438.702,Q4,0.0467,0.0367,1.845,134785.0,4.0,10.0,10.0,9.0,10.0,High
TXN,Texas Instruments Incorporated,Tech & Comms,Technology,19.453,243.508,Q4,0.3518,0.3111,1.314,33000.0,8.0,7.0,8.0,7.0,8.0,High
TPL,Texas Pacific Land Corporation,Industrials & Energy,Energy,0.898,24.325,Q2,0.3657,0.6032,0.618,114.0,2.0,5.0,1.0,5.0,2.0,Low
TXT,Textron Inc.,Industrials & Energy,Industrials,15.299,13.706,Q1,0.1213,0.0612,0.898,34000.0,3.0,4.0,8.0,7.0,6.0,Medium
TMO,Thermo Fisher Scientific Inc,Healthcare,Healthcare,46.336,240.872,Q4,0.1351,0.1504,0.854,125000.0,2.0,7.0,10.0,1.0,9.0,High
TJX,"TJX Companies, Inc. (The)",Consumer,Consumer Cyclical,62.363,139.961,Q4,0.6217,0.0973,0.593,377000.0,9.0,6.0,7.0,4.0,6.0,Medium
TKO,"TKO Group Holdings, Inc.",Tech & Comms,Communication Services,5.302,35.821,Q2,0.0706,0.0433,0.643,4000.0,8.0,10.0,10.0,9.0,10.0,High
TSCO,Tractor Supply Company,Consumer,Consumer Cyclical,15.751,16.783,Q1,0.3951,0.0643,0.469,54000.0,3.0,2.0,9.0,1.0,4.0,Medium
TT,Trane Technologies plc,Industrials & Energy,Industrials,22.21,94.414,Q4,0.3664,0.1328,1.197,44000.0,1.0,5.0,4.0,6.0,3.0,Low
TDG,Transdigm Group Incorporated,Industrials & Energy,Industrials,10.006,60.033,Q3,,0.2128,0.893,16500.0,7.0,8.0,8.0,9.0,9.0,High
TRV,"The Travelers Companies, Inc.",Finance,Financial Services,48.979,78.136,Q3,0.2651,0.1695,0.451,34000.0,3.0,9.0,4.0,1.0,3.0,Low
TRMB,Trimble Inc.,Tech & Comms,Technology,3.783,13.422,Q1,-0.0194,-0.0277,1.362,11500.0,10.0,4.0,6.0,1.0,4.0,Medium
TFC,Truist Financial Corporation,Finance,Financial Services,19.028,59.322,Q3,0.0906,0.3069,0.862,37849.0,4.0,7.0,6.0,5.0,6.0,Medium
TYL,"Tyler Technologies, Inc.",Tech & Comms,Technology,2.43,13.821,Q1,0.0973,0.1336,0.835,7879.0,4.0,9.0,4.0,3.0,5.0,Medium
TSN,"Tyson Foods, Inc.",Consumer,Consumer Defensive,55.694,18.565,Q1,0.0326,0.0103,0.371,133000.0,10.0,10.0,10.0,10.0,10.0,High
USB,U.S. Bancorp,Finance,Financial Services,27.321,93.577,Q3,0.1262,0.299,0.971,70000.0,7.0,7.0,2.0,7.0,6.0,Medium
UBER,"Uber Technologies, Inc.",Tech & Comms,Technology,55.227,144.0,Q4,0.3716,0.1734,1.159,36600.0,1.0,5.0,8.0,7.0,7.0,High
UDR,"UDR, Inc.",Consumer,Real Estate,1.766,12.454,Q1,0.1374,0.2956,0.685,1420.0,3.0,7.0,9.0,6.0,9.0,High
ULTA,"Ulta Beauty, Inc.",Consumer,Consumer Cyclical,12.956,23.131,Q2,0.4612,0.0934,0.854,21382.0,8.0,1.0,9.0,5.0,4.0,Medium
UNP,Union Pacific Corporation,Industrials & Energy,Industrials,25.41,165.967,Q4,0.397,0.2885,0.966,28716.0,8.0,1.0,3.0,1.0,1.0,Low
UAL,"United Airlines Holdings, Inc.",Industrials & Energy,Industrials,62.902,35.284,Q2,0.2325,0.0556,1.272,117500.0,9.0,3.0,5.0,10.0,9.0,High
UPS,"United Parcel Service, Inc.",Industrials & Energy,Industrials,89.93,84.278,Q3,0.296,0.0508,1.038,460000.0,6.0,8.0,8.0,10.0,9.0,High
URI,"United Rentals, Inc.",Industrials & Energy,Industrials,16.832,63.108,Q3,0.2889,0.1567,1.787,28500.0,5.0,4.0,1.0,2.0,1.0,Low
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare,450.526,338.303,Q4,0.1415,0.0314,0.622,390000.0,10.0,9.0,9.0,1.0,9.0,High
UHS,"Universal Health Services, Inc.",Healthcare,Healthcare,18.114,10.413,Q1,0.2095,0.0842,1.061,102000.0,9.0,10.0,8.0,10.0,10.0,High
VLO,Valero Energy Corporation,Industrials & Energy,Energy,132.43,118.995,Q4,0.2764,0.0545,0.568,9785.0,7.0,5.0,3.0,7.0,5.0,Medium
VEEV,Veeva Systems Inc.,Healthcare,Healthcare,3.458,42.13,Q2,0.1442,0.2934,0.974,7928.0,2.0,8.0,10.0,9.0,10.0,High
VTR,"Ventas, Inc.",Consumer,Real Estate,6.419,44.467,Q2,0.0201,0.0409,0.724,542.0,4.0,4.0,5.0,6.0,4.0,Medium
VLTO,Veralto Corp,Industrials & Energy,Industrials,5.696,23.036,Q2,0.3431,0.1735,0.759,17000.0,8.0,3.0,2.0,9.0,7.0,High
VRSN,"VeriSign, Inc.",Tech & Comms,Technology,1.708,27.402,Q2,,0.4977,0.699,926.0,4.0,7.0,4.0,1.0,2.0,Low
VRSK,"Verisk Analytics, Inc.",Industrials & Energy,Industrials,3.136,22.831,Q2,,0.2824,0.662,8000.0,2.0,4.0,3.0,6.0,3.0,Low
VZ,Verizon Communications Inc.,Tech & Comms,Communication Services,138.895,199.803,Q4,0.1584,0.1164,0.24,97600.0,7.0,1.0,7.0,3.0,2.0,Low
VRTX,Vertex Pharmaceuticals Incorpor,Healthcare,Healthcare,12.587,128.844,Q4,0.2354,0.35,0.32,6400.0,5.0,5.0,6.0,6.0,6.0,Medium
VRT,"Vertiv Holdings, LLC",Industrials & Energy,Industrials,11.48,96.012,Q4,0.4394,0.1509,2.075,34000.0,8.0,10.0,9.0,10.0,10.0,High
VTRS,Viatris Inc.,Healthcare,Healthcare,14.737,19.469,Q1,-0.0275,-0.0279,0.883,30000.0,5.0,1.0,5.0,7.0,3.0,Low
VICI,VICI Properties Inc.,Consumer,Real Estate,4.098,26.118,Q2,0.0985,0.675,0.682,28.0,5.0,2.0,2.0,8.0,4.0,Medium
V,Visa Inc.,Finance,Financial Services,44.488,691.411,Q4,0.6119,0.5078,0.761,34100.0,10.0,1.0,2.0,4.0,3.0,Low
VST,Vistra Corp.,Industrials & Energy,Utilities,19.212,47.214,Q3,0.4296,0.1155,1.414,6390.0,4.0,1.0,2.0,5.0,1.0,Low
VMRK,Vivmark Residential,Consumer,Real Estate,3.09,47.371,Q3,0.0849,0.3325,0.537,,6.0,6.0,1.0,8.0,5.0,Medium
VMC,Vulcan Materials Company (Holdi,Industrials & Energy,Basic Materials,8.116,31.206,Q2,0.1323,0.1375,1.054,11548.0,7.0,6.0,3.0,7.0,6.0,Medium
WRB,W.R. Berkley Corporation,Finance,Financial Services,14.896,25.982,Q2,0.2021,0.1294,0.283,8804.0,10.0,10.0,1.0,9.0,9.0,High
GWW,"W.W. Grainger, Inc.",Industrials & Energy,Industrials,18.845,59.659,Q3,0.4609,0.0992,1.034,22100.0,4.0,4.0,5.0,4.0,3.0,Low
WAB,Westinghouse Air Brake Technolo,Industrials & Energy,Industrials,11.98,47.334,Q3,0.1155,0.1059,0.921,31000.0,3.0,7.0,7.0,5.0,6.0,Medium
WMT,Walmart Inc.,Consumer,Consumer Defensive,735.84,849.366,Q4,0.2231,0.03,0.595,2100000.0,5.0,8.0,7.0,1.0,3.0,Low
DIS,Walt Disney Company (The),Tech & Comms,Communication Services,98.861,177.279,Q4,0.0801,0.087,1.409,175560.0,5.0,1.0,7.0,4.0,2.0,Low
WBD,"Warner Bros. Discovery, Inc. - ",Tech & Comms,Communication Services,36.115,69.698,Q3,-0.0879,-0.0877,1.571,35500.0,3.0,9.0,10.0,10.0,10.0,High
WM,"Waste Management, Inc.",Industrials & Energy,Industrials,25.667,84.38,Q3,0.2984,0.1111,0.431,60500.0,1.0,1.0,1.0,4.0,1.0,Low
WAT,Waters Corporation,Healthcare,Healthcare,4.644,41.398,Q2,0.0192,0.0359,1.194,16000.0,8.0,5.0,7.0,4.0,6.0,Medium
WEC,"WEC Energy Group, Inc.",Industrials & Energy,Utilities,10.137,33.618,Q2,0.1199,0.1669,0.457,7000.0,6.0,5.0,2.0,4.0,3.0,Low
WFC,Wells Fargo & Company,Finance,Financial Services,83.026,260.427,Q4,0.1258,0.2723,0.916,197466.0,4.0,8.0,10.0,6.0,9.0,High
WELL,Welltower Inc.,Consumer,Real Estate,12.763,164.917,Q4,0.0384,0.1215,0.76,712.0,4.0,4.0,10.0,8.0,9.0,High
WST,"West Pharmaceutical Services, I",Healthcare,Healthcare,3.327,25.498,Q2,0.1909,0.1698,1.135,10800.0,10.0,9.0,5.0,4.0,8.0,High
WDC,Western Digital Corporation,Tech & Comms,Technology,12.919,159.128,Q4,1.3085,0.7295,2.182,40000.0,10.0,3.0,3.0,5.0,4.0,Medium
WY,Weyerhaeuser Company,Consumer,Real Estate,6.852,15.294,Q1,0.0497,0.0689,0.89,9500.0,4.0,2.0,1.0,6.0,2.0,Low
WSM,"Williams-Sonoma, Inc.",Consumer,Consumer Cyclical,8.005,26.406,Q2,0.5496,0.1473,1.463,19800.0,7.0,4.0,8.0,3.0,5.0,Medium
WMB,"Williams Companies, Inc. (The)",Industrials & Energy,Energy,12.323,88.129,Q3,0.215,0.2494,0.618,5987.0,4.0,3.0,2.0,6.0,3.0,Low
WTW,Willis Towers Watson Public Lim,Finance,Financial Services,10.102,28.788,Q2,0.1976,0.1549,0.417,48100.0,2.0,2.0,2.0,6.0,2.0,Low
WDAY,"Workday, Inc.",Tech & Comms,Technology,10.155,46.723,Q3,0.1601,0.1232,1.082,20896.0,9.0,10.0,10.0,10.0,10.0,High
WYNN,"Wynn Resorts, Limited",Consumer,Consumer Cyclical,7.413,8.411,Q1,,0.0605,0.991,28500.0,6.0,3.0,4.0,9.0,8.0,High
XEL,Xcel Energy Inc.,Industrials & Energy,Utilities,14.616,45.161,Q3,0.0992,0.1528,0.399,11534.0,8.0,6.0,4.0,1.0,2.0,Low
XYL,Xylem Inc.,Industrials & Energy,Industrials,9.126,25.114,Q2,0.0918,0.1115,1.0,22000.0,2.0,2.0,5.0,4.0,2.0,Low
YUM,"Yum! Brands, Inc.",Consumer,Consumer Cyclical,8.722,37.658,Q2,,0.2541,0.551,49000.0,5.0,2.0,4.0,7.0,4.0,Medium
ZBRA,Zebra Technologies Corporation,Tech & Comms,Technology,5.847,16.399,Q1,0.1529,0.0922,1.607,10700.0,1.0,9.0,2.0,8.0,7.0,High
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Healthcare,8.509,18.189,Q1,0.0641,0.0948,0.471,17000.0,6.0,8.0,8.0,4.0,7.0,High
ZTS,Zoetis Inc.,Healthcare,Healthcare,9.525,29.504,Q2,0.6491,0.2768,0.729,14500.0,5.0,2.0,6.0,7.0,4.0,Medium
